STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2004,,8274,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2005,,8685,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2006,,8907,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2007,,9167,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2008,,10365,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2009,,10184,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2010,,10263,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2011,,10778,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2012,,11211,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2013,,11804,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2014,,11981,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2015,,12104,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2016,,12497,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2017,,12562,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2018,,13122,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2019,,13252,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2020,,7375,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2021,,8447,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2022,,12855,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2023,,14435,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,AT,Austria,2024,,14842,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2014,,35,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2015,,34,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2016,,24,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2017,,29,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2018,,39,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2019,,56,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2020,,14,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2021,,18,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2022,,31,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BA,Bosnia and Herzegovina,2023,,34,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2004,,9225,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2005,,8510,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2006,,8964,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2007,,9403,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2008,,10139,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2009,,10237,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2010,,10498,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2011,,10669,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2013,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2014,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2015,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2016,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2017,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2018,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2019,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2020,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2021,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BE,Belgium,2024,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2006,,2411,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2007,,2404,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2008,,2317,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2009,,2138,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2010,,2090,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2011,,2059,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2012,,1870,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2013,,1821,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2014,,1698,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2015,,1549,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2016,,1455,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2017,,1434,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2018,,1476,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2019,,1520,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2020,,1118,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2021,,1203,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2022,,1600,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2023,,1592,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,BG,Bulgaria,2024,,1498,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2008,,17699,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2009,,18497,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2010,,19093,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2011,,19387,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2012,,19180,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2013,,19368,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2014,,19934,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2015,,20228,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2016,,20657,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2017,,20707,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2018,,20451,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2019,,21559,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2020,,13261,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2021,,14223,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2022,,19201,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2023,,22093,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CH,Switzerland,2024,,22796,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2004,,6580,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2005,,6667,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2006,,6922,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2007,,6898,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2008,,6773,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2009,,6472,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2010,,6559,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2011,,6669,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2012,,7196,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2013,,7512,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2014,,7644,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2015,,8125,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2016,,8738,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2017,,9403,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2018,,10220,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2019,,10856,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2020,,6623,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2021,,6752,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2022,,9394,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2023,,9996,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,CZ,Czechia,2024,,10294,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2004,,75903,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2005,,74944,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2006,,78735,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2007,,79098,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2008,,82428,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2009,,81206,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2010,,82837,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2011,,89316,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2012,,93918,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2013,,89450,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2014,,90978,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2015,,91050,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2016,,95465,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2017,,95529,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2018,,98161,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2019,,100252,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2020,,57787,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2021,,57518,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2022,,92313,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2023,,101408,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DE,Germany,2024,,107562,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2004,,5921,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2005,,5961,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2006,,6097,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2007,,6163,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2008,,6267,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2009,,6161,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2010,,6341,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2011,,6605,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2012,,6744,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2013,,6785,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2014,,6513,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2015,,6507,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2016,,6332,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2017,,6280,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2018,,6182,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2019,,6174,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2020,,3940,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2021,,4181,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2022,,5822,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2023,,6031,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,DK,Denmark,2024,,6481,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2004,,193,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2005,,248,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2006,,257,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2007,,274,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2008,,274,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2009,,249,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2010,,247,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2011,,243,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2012,,235,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2013,,223,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2014,,280,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2015,,286,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2016,,316,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2017,,366,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,EE,Estonia,2018,,417,,,,,
