STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,accident,Accident,victim,Type of victim,pers_cat,Category of persons,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2010,,139,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2011,,100,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2012,,126,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2013,,101,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2014,,96,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2015,,81,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2016,,87,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2017,,59,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2018,,60,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2019,,76,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2020,,79,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2021,,70,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2022,,82,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,RO,Romania,2023,,77,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2006,,19,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2007,,23,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2008,,13,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2009,,19,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2010,,42,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2011,,24,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2012,,15,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2013,,17,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2014,,25,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2015,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2016,,13,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2017,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2018,,9,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2019,,16,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2020,,4,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2021,,13,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2022,,8,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SE,Sweden,2023,,15,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2006,,22,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2007,,17,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2008,,13,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2009,,11,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2010,,14,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2011,,4,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2012,,5,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2013,,5,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2014,,3,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2015,,1,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2016,,5,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2017,,5,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2018,,5,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2019,,2,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2020,,2,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2021,,2,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2022,,3,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SI,Slovenia,2023,,7,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2006,,103,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2007,,57,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2008,,58,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2009,,73,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2010,,58,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2011,,49,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2012,,68,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2013,,55,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2014,,76,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2015,,51,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2016,,26,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2017,,30,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2018,,30,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2019,,31,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2020,,27,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2021,,31,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2022,,18,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,SK,Slovakia,2023,,37,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2006,,101,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2007,,108,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2008,,111,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2009,,89,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2010,,69,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2011,,71,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2012,,55,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2013,,45,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2014,,65,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2015,,50,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2016,,81,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2017,,40,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2018,,76,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2020,,32,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,TR,Türkiye,2021,,29,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2006,,33,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2007,,58,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2008,,58,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2009,,53,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2010,,25,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2011,,55,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2012,,42,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2013,,34,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2014,,25,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2015,,23,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2016,,28,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2017,,41,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2018,,30,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2019,,22,,,,,
dataflow,ESTAT:TRAN_SF_RAILVI(1.0),Rail accidents victims by type of accident and category of persons involved,A,Annual,NR,Number,TOTAL,Total,KIL,Killed,TOTAL,Total,UK,United Kingdom,2020,,18,,,,,
